request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"1ae0cecd-1561-4dd3-9051-74ea4716a1ac",GET,/,"debug=true&locale=en",,302,,,,804658067015100,804658135893800,804658140184500
"348cb4fd-b94a-4833-91cd-5427041a96b5",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=183,,804658156751200,804658165114100,804661326473900
"8e073843-6035-44a0-987a-4f6ff219ebf5",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,804661428412000,804661437522000,804661438767900
"4fe15143-964f-4263-b0e3-3471920175cb",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,804661450027200,804661453100400,804661454264500
"d8124090-a57d-4c35-a9cd-31486b31714b",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,804661461478200,804661463965700,804661464965000
"61f9cdc6-b3c0-4889-957d-5d2df09bd145",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,804661472760500,804661476179900,804661477423500
"7831b49e-1640-41f6-bd1b-319c7a427dea",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,804661485179700,804661488338000,804661489242500
"c011d664-929c-4b8b-a737-f2b3b38c206b",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,804661498622600,804661500866700,804661501708000
"e7d2e6d8-7963-4c67-9f32-12d8adac53c7",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,804661507076800,804661509387300,804661510150100
"60af25b1-e72a-4357-8bc7-0a0e245bbc1c",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,804661515402000,804661518326100,804661519150900
"08f201fb-96a1-48c3-9a9b-1cb7be95ceac",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,804661523642100,804661525888400,804661526518700
"24acdc7c-343b-45d8-ba0f-677e6695289f",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,804661531183200,804661533314700,804661534180900
"ba27b412-87ab-4e75-89a5-9fa26a9e82ea",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,804661539167300,804661541687100,804661542198200
"c151ee39-9e10-40ca-bcd1-5ded148f053e",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,804661546474300,804661548840300,804661549454800
"4ba81bdc-ffcb-488a-a0a5-1c8d6ff66654",GET,/images/banner.png,,,200,image/png,,,804661554686800,804661557667900,804661558390800
"419fae9c-423d-4974-8515-386f9f8d5d18",GET,/images/logo.png,,,200,image/png,,,804661576849600,804661579937500,804661580620300
"cb47b647-80d9-4692-a445-c4dc4aedbbe7",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,804661587127400,804661589617700,804661590207200
"75dc07be-f34b-4660-9989-5c114a69cc8d",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,804661596602500,804661599288000,804661600125800
"ffc7abb5-d2d9-4f62-ab89-c2823e009239",GET,/images/favicon.ico,,,200,image/x-icon,,,804661605754100,804661616268200,804661617196900
"c5619684-9b14-4b3e-96d0-9ecfa02c04cc",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"password=&remember=false&service=184&username=",,804661620632800,804661629185200,804662772490200
"0360e7b6-c38b-4d41-a882-e622c23fbb83",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,804662791959000,804662794441600,804662795144800
"8acb2845-d136-4a5f-9cc8-e13a977bafeb",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,804662800155300,804662802560600,804662803093000
"bc7399bb-3d38-40da-8b78-0da17bce4657",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,804662807408700,804662808879700,804662809269800
"db8ca694-a241-4dc1-b5fc-e1a882a99dfa",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,804662813662400,804662815360400,804662815850500
"547cc549-1918-408d-83f5-6510046a70a7",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,804662819350800,804662821294200,804662821806000
"e2ad835c-c68c-453d-a424-67a122020d1e",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,804662826037200,804662827946300,804662828702400
"ad011de8-042c-4176-9838-fc446b518a40",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,804662832249900,804662834016000,804662834650900
"e3cd9cf6-5842-472a-b858-976a135ecf87",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,804662838363700,804662839902200,804662840278700
"dd941428-55cb-44e0-b819-095bcdf08a80",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,804662844276700,804662845941200,804662846573700
"b0325f15-ef55-47e9-a59c-1be0a4ceb399",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,804662850695000,804662852670700,804662853333200
"1af965e4-6e51-4d8d-90f3-ad3c38b7144b",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,804662857775000,804662859305400,804662859692800
"42b39430-ee8c-46d7-8abf-c56120f7e7ea",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,804662863891400,804662865601200,804662866070100
"ec891179-a350-4f90-8201-096a06d7322d",GET,/images/banner.png,,,200,image/png,,,804662872157900,804662874177300,804662874797800
"45531adc-b16d-42bb-9da9-b614cbb511a0",GET,/images/logo.png,,,200,image/png,,,804662880203200,804662882682100,804662883385700
"0dbca775-f52d-4eee-8e17-fac33dff165c",POST,"/anonymous/system/sign-in",,"id=&password=administrator&remember=false&username=administrator&version=",302,,,,804662888981300,804662900363100,804662901009500
"62cf0f51-5a5f-4a66-ab49-375739d9f5bf",GET,/,,,302,,,,804662904583000,804662907403800,804662908243900
"8346903a-8907-44ab-8c55-088a2783ad18",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=188,,804662911477500,804662914331500,804663164630400
"ca92d8d3-9323-4412-ad4a-cecee33a5840",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,804663176262800,804663178262400,804663178748300
"0fe8f357-32a1-468d-bbbc-071e5ab71db9",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,804663182578900,804663184686200,804663185185000
"f126ee8b-b33e-471e-ad8a-3840c825669e",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,804663190160400,804663192155700,804663192689900
"b9e580b8-a1cf-4ffa-9ebf-2d884fb6fe99",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,804663196497800,804663198313700,804663198743700
"aaf0fb7e-63e5-4f67-884e-6deb7a089a59",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,804663202378200,804663204345900,804663204886300
"e00721ad-e87b-4383-96e5-915039c20595",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,804663208772400,804663210233200,804663210698500
"3c4fcc48-3434-4c75-bf3a-1b0782e73152",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,804663216334200,804663217949800,804663218464100
"aaac1639-26b6-4efc-9a8a-35075e4e4b6f",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,804663222087000,804663224015400,804663224489000
"0cdfeb39-5d05-40b1-aacd-a8968044f747",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,804663228202800,804663230226000,804663230800700
"9de6f02d-1af7-40ac-8b86-b6e10fd57adc",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,804663234717000,804663236769000,804663237295800
"49589703-ebb2-4179-a717-dd9dd0a243dc",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,804663240622300,804663242099200,804663242476500
"71b936c6-a738-4111-8e00-4152c4c110f2",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,804663246502300,804663248352800,804663248711900
"c8bbce30-2457-46fb-88fa-bdb06710ecd8",GET,/images/banner.png,,,200,image/png,,,804663252116700,804663254150700,804663254564000
"865a7b00-798c-44f4-8f09-d1542d9d38cf",GET,/images/logo.png,,,200,image/png,,,804663260795700,804663263092800,804663263564300
